Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Common\ContosoInsurance.Common.csproj,File,ContosoInsurance.Common\Config\ConfigHelper.cs,18,12,T:System.Configuration.ConnectionStringSettings,,,,,var cs = ConfigurationManager.ConnectionStrings[name];
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Common\ContosoInsurance.Common.csproj,File,ContosoInsurance.Common\Config\ConfigHelper.cs,18,12,P:System.Configuration.ConnectionStringSettingsCollection.Item(System.String),,,,,var cs = ConfigurationManager.ConnectionStrings[name];
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Common\ContosoInsurance.Common.csproj,File,ContosoInsurance.Common\Config\ConfigHelper.cs,12,12,T:System.Configuration.ConfigurationManager,,,,,var value = ConfigurationManager.AppSettings[key];
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Common\ContosoInsurance.Common.csproj,File,ContosoInsurance.Common\Config\ConfigHelper.cs,12,12,P:System.Configuration.ConfigurationManager.AppSettings,,,,,var value = ConfigurationManager.AppSettings[key];
Binding.0004,AutoGenerateBindingRedirects not set and no manual redirects,Active,Potential,1,ContosoInsurance.Common\ContosoInsurance.Common.csproj,File,ContosoInsurance.Common\ContosoInsurance.Common.csproj,,,,,,,,"AutoGenerateBindingRedirects is not set in ContosoInsurance.Common.csproj, no manual redirects found"
Project.0001,Project file needs to be converted to SDK-style,Active,Mandatory,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\ContosoInsurance.Data.csproj,,,,,,,,
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\ContosoInsurance.Data.csproj,,,,,,,,"Current target framework: .NETFramework,Version=v4.6.1 Recommended target framework: net9.0"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\UserRepository.cs,30,20,M:System.Data.SqlClient.SqlDataReader.GetString(System.Int32),,,,,"return new User                      {                          UserId       = r.GetInt32(0),                          Username     = r.GetString(1),                          PasswordHash = r.GetString(2),                          Salt         = r.GetString(3),                          Role         = r.GetString(4),                      };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\UserRepository.cs,30,20,M:System.Data.SqlClient.SqlDataReader.GetString(System.Int32),,,,,"return new User                      {                          UserId       = r.GetInt32(0),                          Username     = r.GetString(1),                          PasswordHash = r.GetString(2),                          Salt         = r.GetString(3),                          Role         = r.GetString(4),                      };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\UserRepository.cs,30,20,M:System.Data.SqlClient.SqlDataReader.GetString(System.Int32),,,,,"return new User                      {                          UserId       = r.GetInt32(0),                          Username     = r.GetString(1),                          PasswordHash = r.GetString(2),                          Salt         = r.GetString(3),                          Role         = r.GetString(4),                      };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\UserRepository.cs,30,20,M:System.Data.SqlClient.SqlDataReader.GetString(System.Int32),,,,,"return new User                      {                          UserId       = r.GetInt32(0),                          Username     = r.GetString(1),                          PasswordHash = r.GetString(2),                          Salt         = r.GetString(3),                          Role         = r.GetString(4),                      };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\UserRepository.cs,30,20,M:System.Data.SqlClient.SqlDataReader.GetInt32(System.Int32),,,,,"return new User                      {                          UserId       = r.GetInt32(0),                          Username     = r.GetString(1),                          PasswordHash = r.GetString(2),                          Salt         = r.GetString(3),                          Role         = r.GetString(4),                      };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\UserRepository.cs,29,20,M:System.Data.SqlClient.SqlDataReader.Read,,,,,if (!r.Read()) return null;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\UserRepository.cs,27,16,T:System.Data.SqlClient.SqlDataReader,,,,,"using (var r = cmd.ExecuteReader())                  {                      if (!r.Read()) return null;                      return new User                      {                          UserId       = r.GetInt32(0),                          Username     = r.GetString(1),                          PasswordHash = r.GetString(2),                          Salt         = r.GetString(3),                          Role         = r.GetString(4),                      };                  }"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\UserRepository.cs,27,16,M:System.Data.SqlClient.SqlCommand.ExecuteReader,,,,,"using (var r = cmd.ExecuteReader())                  {                      if (!r.Read()) return null;                      return new User                      {                          UserId       = r.GetInt32(0),                          Username     = r.GetString(1),                          PasswordHash = r.GetString(2),                          Salt         = r.GetString(3),                          Role         = r.GetString(4),                      };                  }"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\UserRepository.cs,26,16,M:System.Data.SqlClient.SqlConnection.Open,,,,,conn.Open();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\UserRepository.cs,25,16,T:System.Data.SqlClient.SqlParameterCollection,,,,,"cmd.Parameters.AddWithValue(""@Username"", username);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\UserRepository.cs,25,16,P:System.Data.SqlClient.SqlCommand.Parameters,,,,,"cmd.Parameters.AddWithValue(""@Username"", username);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\UserRepository.cs,25,16,T:System.Data.SqlClient.SqlParameter,,,,,"cmd.Parameters.AddWithValue(""@Username"", username);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\UserRepository.cs,25,16,"M:System.Data.SqlClient.SqlParameterCollection.AddWithValue(System.String,System.Object)",,,,,"cmd.Parameters.AddWithValue(""@Username"", username);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\UserRepository.cs,23,12,T:System.Data.SqlClient.SqlCommand,,,,,"using (var cmd = new SqlCommand(sql, conn))              {                  cmd.Parameters.AddWithValue(""@Username"", username);                  conn.Open();                  using (var r = cmd.ExecuteReader())                  {                      if (!r.Read()) return null;                      return new User                      {                          UserId       = r.GetInt32(0),                          Username     = r.GetString(1),                          PasswordHash = r.GetString(2),                          Salt         = r.GetString(3),                          Role         = r.GetString(4),                      };                  }              }"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\UserRepository.cs,23,12,"M:System.Data.SqlClient.SqlCommand.#ctor(System.String,System.Data.SqlClient.SqlConnection)",,,,,"using (var cmd = new SqlCommand(sql, conn))              {                  cmd.Parameters.AddWithValue(""@Username"", username);                  conn.Open();                  using (var r = cmd.ExecuteReader())                  {                      if (!r.Read()) return null;                      return new User                      {                          UserId       = r.GetInt32(0),                          Username     = r.GetString(1),                          PasswordHash = r.GetString(2),                          Salt         = r.GetString(3),                          Role         = r.GetString(4),                      };                  }              }"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\UserRepository.cs,22,12,T:System.Data.SqlClient.SqlConnection,,,,,"using (var conn = new SqlConnection(_connectionString))              using (var cmd = new SqlCommand(sql, conn))              {                  cmd.Parameters.AddWithValue(""@Username"", username);                  conn.Open();                  using (var r = cmd.ExecuteReader())                  {                      if (!r.Read()) return null;                      return new User                      {                          UserId       = r.GetInt32(0),                          Username     = r.GetString(1),                          PasswordHash = r.GetString(2),                          Salt         = r.GetString(3),                          Role         = r.GetString(4),                      };                  }              }"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\UserRepository.cs,22,12,M:System.Data.SqlClient.SqlConnection.#ctor(System.String),,,,,"using (var conn = new SqlConnection(_connectionString))              using (var cmd = new SqlCommand(sql, conn))              {                  cmd.Parameters.AddWithValue(""@Username"", username);                  conn.Open();                  using (var r = cmd.ExecuteReader())                  {                      if (!r.Read()) return null;                      return new User                      {                          UserId       = r.GetInt32(0),                          Username     = r.GetString(1),                          PasswordHash = r.GetString(2),                          Salt         = r.GetString(3),                          Role         = r.GetString(4),                      };                  }              }"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\PolicyRepository.cs,25,24,M:System.Data.SqlClient.SqlDataReader.GetDateTime(System.Int32),,,,,"results.Add(new Policy                          {                              PolicyId         = r.GetInt32(0),                              PolicyNumber     = r.GetString(1),                              HolderName       = r.GetString(2),                              ProductLine      = r.GetString(3),                              CoverageAmount   = r.GetDecimal(4),                              EffectiveDate    = r.GetDateTime(5),                              ExpirationDate   = r.GetDateTime(6),                          });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\PolicyRepository.cs,25,24,M:System.Data.SqlClient.SqlDataReader.GetDateTime(System.Int32),,,,,"results.Add(new Policy                          {                              PolicyId         = r.GetInt32(0),                              PolicyNumber     = r.GetString(1),                              HolderName       = r.GetString(2),                              ProductLine      = r.GetString(3),                              CoverageAmount   = r.GetDecimal(4),                              EffectiveDate    = r.GetDateTime(5),                              ExpirationDate   = r.GetDateTime(6),                          });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\PolicyRepository.cs,25,24,M:System.Data.SqlClient.SqlDataReader.GetDecimal(System.Int32),,,,,"results.Add(new Policy                          {                              PolicyId         = r.GetInt32(0),                              PolicyNumber     = r.GetString(1),                              HolderName       = r.GetString(2),                              ProductLine      = r.GetString(3),                              CoverageAmount   = r.GetDecimal(4),                              EffectiveDate    = r.GetDateTime(5),                              ExpirationDate   = r.GetDateTime(6),                          });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\PolicyRepository.cs,25,24,M:System.Data.SqlClient.SqlDataReader.GetString(System.Int32),,,,,"results.Add(new Policy                          {                              PolicyId         = r.GetInt32(0),                              PolicyNumber     = r.GetString(1),                              HolderName       = r.GetString(2),                              ProductLine      = r.GetString(3),                              CoverageAmount   = r.GetDecimal(4),                              EffectiveDate    = r.GetDateTime(5),                              ExpirationDate   = r.GetDateTime(6),                          });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\PolicyRepository.cs,25,24,M:System.Data.SqlClient.SqlDataReader.GetString(System.Int32),,,,,"results.Add(new Policy                          {                              PolicyId         = r.GetInt32(0),                              PolicyNumber     = r.GetString(1),                              HolderName       = r.GetString(2),                              ProductLine      = r.GetString(3),                              CoverageAmount   = r.GetDecimal(4),                              EffectiveDate    = r.GetDateTime(5),                              ExpirationDate   = r.GetDateTime(6),                          });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\PolicyRepository.cs,25,24,M:System.Data.SqlClient.SqlDataReader.GetString(System.Int32),,,,,"results.Add(new Policy                          {                              PolicyId         = r.GetInt32(0),                              PolicyNumber     = r.GetString(1),                              HolderName       = r.GetString(2),                              ProductLine      = r.GetString(3),                              CoverageAmount   = r.GetDecimal(4),                              EffectiveDate    = r.GetDateTime(5),                              ExpirationDate   = r.GetDateTime(6),                          });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\PolicyRepository.cs,25,24,M:System.Data.SqlClient.SqlDataReader.GetInt32(System.Int32),,,,,"results.Add(new Policy                          {                              PolicyId         = r.GetInt32(0),                              PolicyNumber     = r.GetString(1),                              HolderName       = r.GetString(2),                              ProductLine      = r.GetString(3),                              CoverageAmount   = r.GetDecimal(4),                              EffectiveDate    = r.GetDateTime(5),                              ExpirationDate   = r.GetDateTime(6),                          });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\PolicyRepository.cs,23,20,M:System.Data.SqlClient.SqlDataReader.Read,,,,,"while (r.Read())                      {                          results.Add(new Policy                          {                              PolicyId         = r.GetInt32(0),                              PolicyNumber     = r.GetString(1),                              HolderName       = r.GetString(2),                              ProductLine      = r.GetString(3),                              CoverageAmount   = r.GetDecimal(4),                              EffectiveDate    = r.GetDateTime(5),                              ExpirationDate   = r.GetDateTime(6),                          });                      }"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\PolicyRepository.cs,21,16,T:System.Data.SqlClient.SqlDataReader,,,,,"using (var r = cmd.ExecuteReader())                  {                      while (r.Read())                      {                          results.Add(new Policy                          {                              PolicyId         = r.GetInt32(0),                              PolicyNumber     = r.GetString(1),                              HolderName       = r.GetString(2),                              ProductLine      = r.GetString(3),                              CoverageAmount   = r.GetDecimal(4),                              EffectiveDate    = r.GetDateTime(5),                              ExpirationDate   = r.GetDateTime(6),                          });                      }                  }"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\PolicyRepository.cs,21,16,M:System.Data.SqlClient.SqlCommand.ExecuteReader,,,,,"using (var r = cmd.ExecuteReader())                  {                      while (r.Read())                      {                          results.Add(new Policy                          {                              PolicyId         = r.GetInt32(0),                              PolicyNumber     = r.GetString(1),                              HolderName       = r.GetString(2),                              ProductLine      = r.GetString(3),                              CoverageAmount   = r.GetDecimal(4),                              EffectiveDate    = r.GetDateTime(5),                              ExpirationDate   = r.GetDateTime(6),                          });                      }                  }"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\PolicyRepository.cs,20,16,M:System.Data.SqlClient.SqlConnection.Open,,,,,conn.Open();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\PolicyRepository.cs,18,12,T:System.Data.SqlClient.SqlCommand,,,,,"using (var cmd = new SqlCommand(sql, conn))              {                  conn.Open();                  using (var r = cmd.ExecuteReader())                  {                      while (r.Read())                      {                          results.Add(new Policy                          {                              PolicyId         = r.GetInt32(0),                              PolicyNumber     = r.GetString(1),                              HolderName       = r.GetString(2),                              ProductLine      = r.GetString(3),                              CoverageAmount   = r.GetDecimal(4),                              EffectiveDate    = r.GetDateTime(5),                              ExpirationDate   = r.GetDateTime(6),                          });                      }                  }              }"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\PolicyRepository.cs,18,12,"M:System.Data.SqlClient.SqlCommand.#ctor(System.String,System.Data.SqlClient.SqlConnection)",,,,,"using (var cmd = new SqlCommand(sql, conn))              {                  conn.Open();                  using (var r = cmd.ExecuteReader())                  {                      while (r.Read())                      {                          results.Add(new Policy                          {                              PolicyId         = r.GetInt32(0),                              PolicyNumber     = r.GetString(1),                              HolderName       = r.GetString(2),                              ProductLine      = r.GetString(3),                              CoverageAmount   = r.GetDecimal(4),                              EffectiveDate    = r.GetDateTime(5),                              ExpirationDate   = r.GetDateTime(6),                          });                      }                  }              }"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\PolicyRepository.cs,17,12,T:System.Data.SqlClient.SqlConnection,,,,,"using (var conn = new SqlConnection(_connectionString))              using (var cmd = new SqlCommand(sql, conn))              {                  conn.Open();                  using (var r = cmd.ExecuteReader())                  {                      while (r.Read())                      {                          results.Add(new Policy                          {                              PolicyId         = r.GetInt32(0),                              PolicyNumber     = r.GetString(1),                              HolderName       = r.GetString(2),                              ProductLine      = r.GetString(3),                              CoverageAmount   = r.GetDecimal(4),                              EffectiveDate    = r.GetDateTime(5),                              ExpirationDate   = r.GetDateTime(6),                          });                      }                  }              }"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\PolicyRepository.cs,17,12,M:System.Data.SqlClient.SqlConnection.#ctor(System.String),,,,,"using (var conn = new SqlConnection(_connectionString))              using (var cmd = new SqlCommand(sql, conn))              {                  conn.Open();                  using (var r = cmd.ExecuteReader())                  {                      while (r.Read())                      {                          results.Add(new Policy                          {                              PolicyId         = r.GetInt32(0),                              PolicyNumber     = r.GetString(1),                              HolderName       = r.GetString(2),                              ProductLine      = r.GetString(3),                              CoverageAmount   = r.GetDecimal(4),                              EffectiveDate    = r.GetDateTime(5),                              ExpirationDate   = r.GetDateTime(6),                          });                      }                  }              }"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\ClaimsRepository.cs,123,8,T:System.Data.SqlClient.SqlDataReader,,,,,private static Claim Map(SqlDataReader r)
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\ClaimsRepository.cs,135,28,P:System.Data.SqlClient.SqlDataReader.Item(System.String),,,,,"r[""Notes""]"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\ClaimsRepository.cs,134,28,P:System.Data.SqlClient.SqlDataReader.Item(System.String),,,,,"r[""Score""]"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\ClaimsRepository.cs,133,28,P:System.Data.SqlClient.SqlDataReader.Item(System.String),,,,,"r[""DocumentPath""]"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\ClaimsRepository.cs,132,28,P:System.Data.SqlClient.SqlDataReader.Item(System.String),,,,,"r[""ClosedOn""]"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\ClaimsRepository.cs,131,42,M:System.Data.SqlClient.SqlDataReader.GetOrdinal(System.String),,,,,"r.GetOrdinal(""FiledOn"")"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\ClaimsRepository.cs,131,28,M:System.Data.SqlClient.SqlDataReader.GetDateTime(System.Int32),,,,,"r.GetDateTime(r.GetOrdinal(""FiledOn""))"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\ClaimsRepository.cs,130,28,P:System.Data.SqlClient.SqlDataReader.Item(System.String),,,,,"r[""Status""]"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\ClaimsRepository.cs,129,41,M:System.Data.SqlClient.SqlDataReader.GetOrdinal(System.String),,,,,"r.GetOrdinal(""Amount"")"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\ClaimsRepository.cs,129,28,M:System.Data.SqlClient.SqlDataReader.GetDecimal(System.Int32),,,,,"r.GetDecimal(r.GetOrdinal(""Amount""))"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\ClaimsRepository.cs,128,28,P:System.Data.SqlClient.SqlDataReader.Item(System.String),,,,,"r[""ClaimantName""]"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\ClaimsRepository.cs,127,28,P:System.Data.SqlClient.SqlDataReader.Item(System.String),,,,,"r[""PolicyNumber""]"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\ClaimsRepository.cs,126,39,M:System.Data.SqlClient.SqlDataReader.GetOrdinal(System.String),,,,,"r.GetOrdinal(""PolicyId"")"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\ClaimsRepository.cs,126,28,M:System.Data.SqlClient.SqlDataReader.GetInt32(System.Int32),,,,,"r.GetInt32(r.GetOrdinal(""PolicyId""))"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\ClaimsRepository.cs,125,39,M:System.Data.SqlClient.SqlDataReader.GetOrdinal(System.String),,,,,"r.GetOrdinal(""ClaimId"")"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\ClaimsRepository.cs,125,28,M:System.Data.SqlClient.SqlDataReader.GetInt32(System.Int32),,,,,"r.GetInt32(r.GetOrdinal(""ClaimId""))"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\ClaimsRepository.cs,119,16,M:System.Data.SqlClient.SqlCommand.ExecuteNonQuery,,,,,cmd.ExecuteNonQuery();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\ClaimsRepository.cs,118,16,M:System.Data.SqlClient.SqlConnection.Open,,,,,conn.Open();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\ClaimsRepository.cs,117,16,T:System.Data.SqlClient.SqlParameterCollection,,,,,"cmd.Parameters.AddWithValue(""@Id"", claimId);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\ClaimsRepository.cs,117,16,P:System.Data.SqlClient.SqlCommand.Parameters,,,,,"cmd.Parameters.AddWithValue(""@Id"", claimId);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\ClaimsRepository.cs,117,16,T:System.Data.SqlClient.SqlParameter,,,,,"cmd.Parameters.AddWithValue(""@Id"", claimId);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\ClaimsRepository.cs,117,16,"M:System.Data.SqlClient.SqlParameterCollection.AddWithValue(System.String,System.Object)",,,,,"cmd.Parameters.AddWithValue(""@Id"", claimId);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\ClaimsRepository.cs,116,16,T:System.Data.SqlClient.SqlParameterCollection,,,,,"cmd.Parameters.AddWithValue(""@Score"", score);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ContosoInsurance.Data\ContosoInsurance.Data.csproj,File,ContosoInsurance.Data\ClaimsRepository.cs,116,16,P:System.Data.SqlClient.SqlCommand.Parameters,,,,,"cmd.Parameters.AddWithValue(""@Score"", score);"
